-0.238089, -0.158186, 0.023884, 0.000000
-0.111556, -0.151699, 0.033409, 0.123268
0.085512, -0.136293, 0.034647, 0.590458
0.263632, -0.136174, 0.058948, 0.619739
0.388500, -0.134038, 0.028357, 0.621176
0.521588, -0.134860, -0.003263, 0.623137
0.642475, -0.141467, -0.025118, 0.622092
0.788914, -0.156623, -0.058506, 0.620915
0.930186, -0.169665, -0.068613, 0.560915
1.050043, -0.185934, -0.082236, 0.522745
1.219636, -0.211525, -0.121631, 0.482614
1.363621, -0.271345, -0.136524, 0.493987
1.477609, -0.289001, -0.165821, 0.494118
1.576431, -0.308010, -0.162772, 0.490980
1.709744, -0.321700, -0.172729, 0.490719
1.850867, -0.347261, -0.141173, 0.505359
1.972187, -0.356491, -0.120043, 0.475817
2.090930, -0.373731, -0.082269, 0.495556
2.190995, -0.373062, -0.064826, 0.494248
2.383654, -0.374862, -0.028788, 0.480654
2.490955, -0.372969, -0.019719, 0.476471
2.654800, -0.364928, -0.018933, 0.473333
2.838663, -0.380287, -0.026496, 0.487059
2.946503, -0.395454, -0.028158, 0.461307
3.140033, -0.415887, -0.027020, 0.497516
3.247418, -0.427548, -0.025462, 0.517778
3.412847, -0.432579, -0.021477, 0.515556
3.515329, -0.436725, -0.019360, 0.522614
3.623174, -0.441606, -0.018294, 0.519346
3.756184, -0.453155, -0.013865, 0.499869
3.872378, -0.461390, -0.009409, 0.555294
3.979284, -0.462240, -0.005388, 0.583399
4.111507, -0.464685, -0.002814, 0.580392
4.239965, -0.462676, -0.014005, 0.589673
4.381221, -0.461378, -0.002119, 0.600131
4.526821, -0.467402, 0.001884, 0.575686
4.668994, -0.474785, 0.011507, 0.607190
4.818957, -0.477619, 0.022840, 0.615817
4.954813, -0.477920, 0.022463, 0.644575
5.078955, -0.479147, 0.007556, 0.681961
5.181571, -0.485804, -0.021681, 0.699085
5.334253, -0.496625, -0.037746, 0.699869
5.472712, -0.504407, -0.032441, 0.701176
5.615746, -0.515155, -0.030466, 0.701176
5.747252, -0.525015, -0.024268, 0.702876
5.866453, -0.532656, -0.018873, 0.720523
6.018674, -0.533890, -0.034529, 0.666275
6.189902, -0.542535, -0.017645, 0.767320
6.405821, -0.549013, 0.012127, 1.170719
6.663310, -0.555281, 0.010174, 1.067059
6.898702, -0.559537, 0.040041, 1.006405
7.080900, -0.557307, 0.052339, 0.989150
7.280938, -0.547822, 0.039133, 1.009150
7.538799, -0.538665, 0.062556, 1.004444
7.750731, -0.518521, 0.106350, 0.900915
7.914688, -0.489464, 0.150750, 0.876209
8.094536, -0.460794, 0.177164, 0.820000
8.277085, -0.417115, 0.236437, 0.901569
8.435634, -0.367421, 0.284754, 0.907059
8.612806, -0.306849, 0.318050, 0.895033
8.784706, -0.236339, 0.368845, 0.973987
8.958803, -0.152877, 0.432713, 0.935948
9.111441, -0.062624, 0.487485, 0.911111
9.241248, 0.024974, 0.538490, 0.874248
9.371884, 0.123923, 0.581299, 0.875817
9.507498, 0.243454, 0.655119, 1.026144
9.567950, 0.342581, 0.683350, 1.157778
9.696343, 0.455722, 0.733044, 1.098693
9.852949, 0.621309, 0.799151, 1.101046
9.987266, 0.784846, 0.872807, 1.051242
10.103965, 0.963462, 0.979393, 1.055425
10.191549, 1.149750, 1.041200, 1.048105
10.276934, 1.333833, 1.110393, 0.986667
10.347517, 1.522204, 1.162240, 0.955425
10.410482, 1.711538, 1.224931, 1.000392
10.459693, 1.941470, 1.328524, 1.140131
10.487379, 2.170288, 1.396687, 1.112680
10.506286, 2.395718, 1.450333, 1.081307
10.526677, 2.621993, 1.514533, 1.180131
10.543464, 2.841801, 1.505233, 1.011242
10.556529, 2.992735, 1.518296, 0.650719
10.566640, 3.251597, 1.533884, 1.003137
10.582024, 3.482788, 1.548558, 1.066405
10.580703, 3.692923, 1.594221, 1.031242
10.572524, 3.890661, 1.598506, 1.007974
10.567036, 4.086864, 1.587005, 0.958693
10.568556, 4.287615, 1.541189, 0.981176
10.567317, 4.471613, 1.598755, 0.866797
10.564926, 4.620758, 1.602725, 0.796732
10.561191, 4.760194, 1.598901, 0.755033
10.550243, 4.902103, 1.595879, 0.787582
10.536845, 5.073633, 1.680831, 0.909935
10.494402, 5.254799, 1.713291, 0.958039
10.437172, 5.434737, 1.893113, 0.937516
10.338866, 5.617501, 2.069486, 0.965490
10.203735, 5.771459, 2.262039, 0.946013
10.033835, 5.892577, 2.417543, 0.968235
9.867671, 5.969030, 2.549991, 0.970719
9.662385, 6.030792, 2.724207, 0.940000
9.458727, 6.061337, 2.904575, 0.955686
9.278003, 6.056348, 3.088331, 0.954771
9.072355, 6.017935, -3.028832, 0.952810
8.899252, 5.966592, -2.851163, 0.964575
8.725460, 5.871466, -2.658443, 0.931373
8.573945, 5.732962, -2.477876, 0.964706
8.482340, 5.585886, -2.288504, 0.974248
8.410181, 5.412789, -2.161298, 0.968366
8.327620, 5.227507, -2.066293, 0.942092
8.260723, 5.040369, -1.978860, 0.972288
8.196108, 4.813125, -1.887919, 0.953203
8.162907, 4.614739, -1.805222, 0.948497
8.141349, 4.424167, -1.716730, 0.970719
8.114901, 4.233051, -1.632083, 0.964444
8.103193, 4.041562, -1.587645, 0.959477
8.117133, 3.848144, -1.560764, 0.934248
8.139053, 3.649014, -1.538493, 0.938170
8.146206, 3.449357, -1.521950, 0.929542
8.155373, 3.251370, -1.543115, 0.952026
8.153759, 3.057440, -1.586116, 0.939739
8.118378, 2.848632, -1.662832, 0.935556
8.066898, 2.670699, -1.723698, 0.938301
7.990351, 2.464910, -1.851066, 0.931895
7.889090, 2.302112, -2.007835, 0.937386
7.757028, 2.159917, -2.162833, 0.948758
7.615714, 2.043357, -2.307332, 0.934641
7.458814, 1.931889, -2.442309, 0.969935
7.287907, 1.845687, -2.582887, 0.947582
7.121249, 1.784541, -2.689895, 0.935556
6.958773, 1.746087, -2.810082, 0.934641
6.794681, 1.731268, -2.924156, 0.935163
6.626418, 1.748873, -3.037181, 0.936863
6.413571, 1.768317, -3.101733, 0.937778
6.219752, 1.775891, -3.103658, 0.936209
6.019671, 1.773693, -3.104051, 0.936601
5.842369, 1.767428, -3.101237, 0.937778
5.645091, 1.765514, -3.097656, 0.937908
5.444336, 1.760020, -3.093888, 0.958562
5.237357, 1.756564, -3.087955, 0.945882
5.032146, 1.757981, -3.095742, 0.940261
